sentence1,sentence2,similarity
האם פגשת חברות?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם פגשת את הנכדים?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם פגשת את הנכדות?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם פגשת את הנכדים היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם פגשת את הנכדות היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם פגשת את המשפחה שלך?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם פגשת את הילדים?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם פגשת את המשפחה היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם פגשת את הילדים היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם פגשת חברים היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם פגשת את החברים שלך היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם פגשת את החברות שלך היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם קראת עיתון?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם קראת ספר?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם קראת עיתון היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם קראת ספר היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם קראת משהו מעניין בעיתון היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם קראת ספר מעניין היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם קראת משהו מעניין בעיתון?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם קראת ספר מעניין?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם צפית בתוכנית טלוויזיה?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם צפית בסרט?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם צפית בתוכנית טלוויזיה היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם צפית בסרט היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם צפית בתוכנית מעניינת היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם צפית בסרט מעניין היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם צפית בתוכנית טלוויזיה מעניינת?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם צפית בסרט מעניין?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם צפית במשהו מעניין?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם צפית במשהו מעניין היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם ראית תוכנית טלוויזיה?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם ראית סרט?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם ראית תוכנית טלוויזיה היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם ראית סרט היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם ראית תוכנית מעניינת היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם ראית סרט מעניין היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם ראית תוכנית טלוויזיה מעניינת?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם ראית סרט מעניין?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם ראית משהו מעניין?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם ראית משהו מעניין היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תגיד לי שמעת משהו מעניין היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תגידי לי האם היה משהו מעניין היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תגיד לי האם ראית משהו מעניין היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תגידי לי האם ראית משהו מעניין?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תומרי לי האם היה מעניין היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תומר לי האם היה מעניין היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תאמרי לי היה לך מעניין היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תאמרי לי מה תעשי היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תומר לי מה תעשה היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תומרי לי איך היה היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תגידי לי איך היה היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם אתה חושב על משהו מעניין לעשות?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תגידי לי האם את רוצה לעשות משהו מעניין?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם היית עסוקה היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם אתה עסוק היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תספרי לי מה עשית היום,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תספרי לי מה עשית היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם ביקרת במקום מעניין?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תגידי לי האם ביקרת במקום מעניין?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם היית במקום מעניין?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תגידי לי האם היית במקום מעניין?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
אולי נעשה משהו מעניין היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם אתה מכיר משהו מעניין?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תגיד לי האם ביקרת במקום מעניין היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תספרי לי איך היה היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תספרי לי משהו מעניין?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
איך היה היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
איך עבר היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תגיד לי איך היה היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תגיד לי איך עבר היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תאמר לי איך היה היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תאמר לי איך עבר היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תספר לי איך היה היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
תספר לי איך עבר היום?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
האם עשית משהו היום?,איפה אתה מבלה בטבע?,negative
האם עשית משהו מעניין היום?,איפה אתה מבלה בטבע?,negative
האם עשית עבודה כלשהיא היום?,איפה אתה מבלה בטבע?,negative
האם עבדת היום?,איפה אתה מבלה בטבע?,negative
האם דיברת עם בני המשפחה שלך?,איפה אתה מבלה בטבע?,negative
האם דיברת עם הילדים שלך?,איפה אתה מבלה בטבע?,negative
האם דיברת עם הנכדים שלך?,איפה אתה מבלה בטבע?,negative
האם דיברת עם המשפחה שלך?,איפה אתה מבלה בטבע?,negative
האם דיברת עם חברים?,איפה אתה מבלה בטבע?,negative
האם דיברת עם חברות?,איפה אתה מבלה בטבע?,negative
האם יצאת לטייל היום?,איפה אתה מבלה בטבע?,negative
האם טיילת היום?,איפה אתה מבלה בטבע?,negative
האם הסתובבת היום בחוץ?,איפה אתה מבלה בטבע?,negative
האם יצאת לסיבוב היום?,איפה אתה מבלה בטבע?,negative
האם יצאת לטיול היום?,איפה אתה מבלה בטבע?,negative
האם יצאת לסיבוב היום בחוץ?,איפה אתה מבלה בטבע?,negative
האם יצאת לטיול היום בחוץ?,איפה אתה מבלה בטבע?,negative
האם יצאת לפארק היום?,איפה אתה מבלה בטבע?,negative
האם יצאת לרחוב היום?,איפה אתה מבלה בטבע?,negative
האם פגשת חברים?,איפה אתה מבלה בטבע?,negative
האם פגשת חברות?,איפה אתה מבלה בטבע?,negative
האם פגשת את הנכדים?,איפה אתה מבלה בטבע?,negative
האם פגשת את הנכדות?,איפה אתה מבלה בטבע?,negative
האם פגשת את הנכדים היום?,איפה אתה מבלה בטבע?,negative
האם פגשת את הנכדות היום?,איפה אתה מבלה בטבע?,negative
האם פגשת את המשפחה שלך?,איפה אתה מבלה בטבע?,negative
האם פגשת את הילדים?,איפה אתה מבלה בטבע?,negative
האם פגשת את המשפחה היום?,איפה אתה מבלה בטבע?,negative
האם פגשת את הילדים היום?,איפה אתה מבלה בטבע?,negative
האם פגשת חברים היום?,איפה אתה מבלה בטבע?,negative
האם פגשת את החברים שלך היום?,איפה אתה מבלה בטבע?,negative
האם פגשת את החברות שלך היום?,איפה אתה מבלה בטבע?,negative
האם קראת עיתון?,איפה אתה מבלה בטבע?,negative
האם קראת ספר?,איפה אתה מבלה בטבע?,negative
האם קראת עיתון היום?,איפה אתה מבלה בטבע?,negative
האם קראת ספר היום?,איפה אתה מבלה בטבע?,negative
האם קראת משהו מעניין בעיתון היום?,איפה אתה מבלה בטבע?,negative
האם קראת ספר מעניין היום?,איפה אתה מבלה בטבע?,negative
האם קראת משהו מעניין בעיתון?,איפה אתה מבלה בטבע?,negative
האם קראת ספר מעניין?,איפה אתה מבלה בטבע?,negative
האם צפית בתוכנית טלוויזיה?,איפה אתה מבלה בטבע?,negative
האם צפית בסרט?,איפה אתה מבלה בטבע?,negative
האם צפית בתוכנית טלוויזיה היום?,איפה אתה מבלה בטבע?,negative
האם צפית בסרט היום?,איפה אתה מבלה בטבע?,negative
האם צפית בתוכנית מעניינת היום?,איפה אתה מבלה בטבע?,negative
האם צפית בסרט מעניין היום?,איפה אתה מבלה בטבע?,negative
האם צפית בתוכנית טלוויזיה מעניינת?,איפה אתה מבלה בטבע?,negative
האם צפית בסרט מעניין?,איפה אתה מבלה בטבע?,negative
האם צפית במשהו מעניין?,איפה אתה מבלה בטבע?,negative
האם צפית במשהו מעניין היום?,איפה אתה מבלה בטבע?,negative
האם ראית תוכנית טלוויזיה?,איפה אתה מבלה בטבע?,negative
האם ראית סרט?,איפה אתה מבלה בטבע?,negative
האם ראית תוכנית טלוויזיה היום?,איפה אתה מבלה בטבע?,negative
האם ראית סרט היום?,איפה אתה מבלה בטבע?,negative
האם ראית תוכנית מעניינת היום?,איפה אתה מבלה בטבע?,negative
האם ראית סרט מעניין היום?,איפה אתה מבלה בטבע?,negative
האם ראית תוכנית טלוויזיה מעניינת?,איפה אתה מבלה בטבע?,negative
האם ראית סרט מעניין?,איפה אתה מבלה בטבע?,negative
האם ראית משהו מעניין?,איפה אתה מבלה בטבע?,negative
האם ראית משהו מעניין היום?,איפה אתה מבלה בטבע?,negative
תגיד לי שמעת משהו מעניין היום?,איפה אתה מבלה בטבע?,negative
תגידי לי האם היה משהו מעניין היום?,איפה אתה מבלה בטבע?,negative
תגיד לי האם ראית משהו מעניין היום?,איפה אתה מבלה בטבע?,negative
תגידי לי האם ראית משהו מעניין?,איפה אתה מבלה בטבע?,negative
תומרי לי האם היה מעניין היום?,איפה אתה מבלה בטבע?,negative
תומר לי האם היה מעניין היום?,איפה אתה מבלה בטבע?,negative
תאמרי לי היה לך מעניין היום?,איפה אתה מבלה בטבע?,negative
תאמרי לי מה תעשי היום?,איפה אתה מבלה בטבע?,negative
תומר לי מה תעשה היום?,איפה אתה מבלה בטבע?,negative
תומרי לי איך היה היום?,איפה אתה מבלה בטבע?,negative
תגידי לי איך היה היום?,איפה אתה מבלה בטבע?,negative
האם אתה חושב על משהו מעניין לעשות?,איפה אתה מבלה בטבע?,negative
תגידי לי האם את רוצה לעשות משהו מעניין?,איפה אתה מבלה בטבע?,negative
האם היית עסוקה היום?,איפה אתה מבלה בטבע?,negative
האם אתה עסוק היום?,איפה אתה מבלה בטבע?,negative
תספרי לי מה עשית היום,איפה אתה מבלה בטבע?,negative
תספרי לי מה עשית היום?,איפה אתה מבלה בטבע?,negative
האם ביקרת במקום מעניין?,איפה אתה מבלה בטבע?,negative
תגידי לי האם ביקרת במקום מעניין?,איפה אתה מבלה בטבע?,negative
האם היית במקום מעניין?,איפה אתה מבלה בטבע?,negative
תגידי לי האם היית במקום מעניין?,איפה אתה מבלה בטבע?,negative
אולי נעשה משהו מעניין היום?,איפה אתה מבלה בטבע?,negative
האם אתה מכיר משהו מעניין?,איפה אתה מבלה בטבע?,negative
תגיד לי האם ביקרת במקום מעניין היום?,איפה אתה מבלה בטבע?,negative
תספרי לי איך היה היום?,איפה אתה מבלה בטבע?,negative
תספרי לי משהו מעניין?,איפה אתה מבלה בטבע?,negative
איך היה היום?,איפה אתה מבלה בטבע?,negative
איך עבר היום?,איפה אתה מבלה בטבע?,negative
תגיד לי איך היה היום?,איפה אתה מבלה בטבע?,negative
תגיד לי איך עבר היום?,איפה אתה מבלה בטבע?,negative
תאמר לי איך היה היום?,איפה אתה מבלה בטבע?,negative
תאמר לי איך עבר היום?,איפה אתה מבלה בטבע?,negative
תספר לי איך היה היום?,איפה אתה מבלה בטבע?,negative
תספר לי איך עבר היום?,איפה אתה מבלה בטבע?,negative
האם עשית משהו היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם עשית משהו מעניין היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם עשית עבודה כלשהיא היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם עבדת היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם דיברת עם בני המשפחה שלך?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם דיברת עם הילדים שלך?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם דיברת עם הנכדים שלך?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם דיברת עם המשפחה שלך?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם דיברת עם חברים?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם דיברת עם חברות?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם יצאת לטייל היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם טיילת היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם הסתובבת היום בחוץ?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם יצאת לסיבוב היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם יצאת לטיול היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם יצאת לסיבוב היום בחוץ?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם יצאת לטיול היום בחוץ?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם יצאת לפארק היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם יצאת לרחוב היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם פגשת חברים?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם פגשת חברות?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם פגשת את הנכדים?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם פגשת את הנכדות?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם פגשת את הנכדים היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם פגשת את הנכדות היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם פגשת את המשפחה שלך?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם פגשת את הילדים?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם פגשת את המשפחה היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם פגשת את הילדים היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם פגשת חברים היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם פגשת את החברים שלך היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם פגשת את החברות שלך היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם קראת עיתון?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם קראת ספר?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם קראת עיתון היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם קראת ספר היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם קראת משהו מעניין בעיתון היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם קראת ספר מעניין היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם קראת משהו מעניין בעיתון?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם קראת ספר מעניין?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם צפית בתוכנית טלוויזיה?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם צפית בסרט?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם צפית בתוכנית טלוויזיה היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם צפית בסרט היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם צפית בתוכנית מעניינת היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם צפית בסרט מעניין היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם צפית בתוכנית טלוויזיה מעניינת?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם צפית בסרט מעניין?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם צפית במשהו מעניין?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם צפית במשהו מעניין היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם ראית תוכנית טלוויזיה?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם ראית סרט?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם ראית תוכנית טלוויזיה היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם ראית סרט היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם ראית תוכנית מעניינת היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם ראית סרט מעניין היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם ראית תוכנית טלוויזיה מעניינת?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם ראית סרט מעניין?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם ראית משהו מעניין?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם ראית משהו מעניין היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תגיד לי שמעת משהו מעניין היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תגידי לי האם היה משהו מעניין היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תגיד לי האם ראית משהו מעניין היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תגידי לי האם ראית משהו מעניין?,מה היא לדעתך הזדקנות מוצלחת?,negative
תומרי לי האם היה מעניין היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תומר לי האם היה מעניין היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תאמרי לי היה לך מעניין היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תאמרי לי מה תעשי היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תומר לי מה תעשה היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תומרי לי איך היה היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תגידי לי איך היה היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם אתה חושב על משהו מעניין לעשות?,מה היא לדעתך הזדקנות מוצלחת?,negative
תגידי לי האם את רוצה לעשות משהו מעניין?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם היית עסוקה היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם אתה עסוק היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תספרי לי מה עשית היום,מה היא לדעתך הזדקנות מוצלחת?,negative
תספרי לי מה עשית היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם ביקרת במקום מעניין?,מה היא לדעתך הזדקנות מוצלחת?,negative
תגידי לי האם ביקרת במקום מעניין?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם היית במקום מעניין?,מה היא לדעתך הזדקנות מוצלחת?,negative
תגידי לי האם היית במקום מעניין?,מה היא לדעתך הזדקנות מוצלחת?,negative
אולי נעשה משהו מעניין היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
האם אתה מכיר משהו מעניין?,מה היא לדעתך הזדקנות מוצלחת?,negative
תגיד לי האם ביקרת במקום מעניין היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תספרי לי איך היה היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תספרי לי משהו מעניין?,מה היא לדעתך הזדקנות מוצלחת?,negative
איך היה היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
איך עבר היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תגיד לי איך היה היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תגיד לי איך עבר היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תאמר לי איך היה היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תאמר לי איך עבר היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תספר לי איך היה היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
תספר לי איך עבר היום?,מה היא לדעתך הזדקנות מוצלחת?,negative
אני מרגיש בר מזל,אני מרגיש טוב,positive
אני מרגישה ברת מזל,אני מרגיש טוב,positive
אני חש בר מזל,אני מרגיש טוב,positive
אני חשה ברת מזל,אני מרגיש טוב,positive
אני מרגישה לא טוב,אני מרגיש טוב,positive
אני מרגיש לא טוב,אני מרגיש טוב,positive
אני חש לא טוב,אני מרגיש טוב,positive
אני חשה לא טוב,אני מרגיש טוב,positive
אני מרגיש טוב,אני מרגיש טוב,positive
אני מרגישה טוב,אני מרגיש טוב,positive
אני חש טוב,אני מרגיש טוב,positive
אני חשה טוב,אני מרגיש טוב,positive
אני חש בטוב,אני מרגיש טוב,positive
אני חשה בטוב,אני מרגיש טוב,positive
אני חש נהדר,אני מרגיש טוב,positive
אני מרגיש נהדר,אני מרגיש טוב,positive
אני מרגיש מבולבל,אני מרגיש טוב,positive
אני מרגישה מבולבלת,אני מרגיש טוב,positive
אני חש מבולבל,אני מרגיש טוב,positive
אני חשה מבולבלת,אני מרגיש טוב,positive
אני מרגיש בבית,אני מרגיש טוב,positive
אני מרגישה בבית,אני מרגיש טוב,positive
אני מרגיש שאני בבית,אני מרגיש טוב,positive
אני מרגישה שאני בבית,אני מרגיש טוב,positive
אני חש שאני בבית,אני מרגיש טוב,positive
אני חש בבית,אני מרגיש טוב,positive
אני חשה בבית,אני מרגיש טוב,positive
אני חשה שאני בבית,אני מרגיש טוב,positive
אני מתרגשת,אני מרגיש טוב,positive
אני מתרגש,אני מרגיש טוב,positive
אני חש התרגשות,אני מרגיש טוב,positive
אני חשה התרגשות,אני מרגיש טוב,positive
אני מרגיש געגוע,אני מרגיש טוב,positive
אני חש געגוע,אני מרגיש טוב,positive
אני חשה געגוע,אני מרגיש טוב,positive
אני מתגעגעת,אני מרגיש טוב,positive
אני מתגעגע,אני מרגיש טוב,positive
אני מפחד היום,אני מרגיש טוב,positive
אני מפחדת היום,אני מרגיש טוב,positive
אני מרגיש פחד היום,אני מרגיש טוב,positive
אני מרגישה פחד היום,אני מרגיש טוב,positive
אני חש פחד היום,אני מרגיש טוב,positive
אני חשה פחד היום,אני מרגיש טוב,positive
אני מרגישה קצת חולה,אני מרגיש טוב,positive
אני מרגיש קצת חולה,אני מרגיש טוב,positive
אני חש חולה,אני מרגיש טוב,positive
אני חשה חולה,אני מרגיש טוב,positive
אני מרגיש קצת חולה,אני מרגיש טוב,positive
אני מרגיש לבד,אני מרגיש טוב,positive
אני מרגישה לבד,אני מרגיש טוב,positive
אני מרגיש לא קשור לכאן,אני מרגיש טוב,positive
אני מרגישה לא קשורה לכאן,אני מרגיש טוב,positive
אני חש לא קשור לכאן,אני מרגיש טוב,positive
אני חשה לא קשורה לכאן,אני מרגיש טוב,positive
אני מרגיש בלחץ,אני מרגיש טוב,positive
אני מרגישה בלחץ,אני מרגיש טוב,positive
אני חש בלחץ,אני מרגיש טוב,positive
אני חשה בלחץ,אני מרגיש טוב,positive
אני מרגיש שמח,אני מרגיש טוב,positive
אני מרגישה שמחה,אני מרגיש טוב,positive
אני חש שמח,אני מרגיש טוב,positive
אני מרגיש שמחה,אני מרגיש טוב,positive
אני מרגישה מרוצה,אני מרגיש טוב,positive
אני מרגיש מרוצה,אני מרגיש טוב,positive
אני חשה מרוצה,אני מרגיש טוב,positive
אני חש מרוצה,אני מרגיש טוב,positive
אני מרגישה בודדה בעולם,אני מרגיש טוב,positive
אני מרגיש בודד בעולם,אני מרגיש טוב,positive
אני חשה בודדה בעולם,אני מרגיש טוב,positive
אני חש בודד בעולם,אני מרגיש טוב,positive
אני מרגישה לבד לפעמים,אני מרגיש טוב,positive
אני מרגיש לבד לפעמים,אני מרגיש טוב,positive
אני חשה לבד לפעמים,אני מרגיש טוב,positive
אני חש לבד לפעמים,אני מרגיש טוב,positive
אני מרגישה לבד,אני מרגיש טוב,positive
אני מרגיש לבד,אני מרגיש טוב,positive
אני חשה לבד,אני מרגיש טוב,positive
אני חש לבד,אני מרגיש טוב,positive
אני מרגישה צער,אני מרגיש טוב,positive
אני מרגיש צער,אני מרגיש טוב,positive
אני חשה צער,אני מרגיש טוב,positive
