sentence1,sentence2,similarity
אני אשאל,אני מרגיש טוב ורוצה לדבר על זה,negative
שאלתי על כך,אני מרגיש טוב ורוצה לדבר על זה,negative
אני צריכה לברר,אני מרגיש טוב ורוצה לדבר על זה,negative
אני צריך לברר,אני מרגיש טוב ורוצה לדבר על זה,negative
כשלא יודעים אז שואלים,אני מרגיש טוב ורוצה לדבר על זה,negative
אולי כדאי להתייעץ,אני מרגיש טוב ורוצה לדבר על זה,negative
אני יודע למי לפנות,אני מרגיש טוב ורוצה לדבר על זה,negative
אני יודעת למי לפנות,אני מרגיש טוב ורוצה לדבר על זה,negative
אני לא יודעת מה דעתי על כך,אני מרגיש טוב ורוצה לדבר על זה,negative
אני לא יודע מה דעתי על כך,אני מרגיש טוב ורוצה לדבר על זה,negative
עוד לא קיבלתי תשובה,אני מרגיש טוב ורוצה לדבר על זה,negative
אני שואל בעצתו,אני מרגיש טוב ורוצה לדבר על זה,negative
אני צריך לשאול בעצתו,אני מרגיש טוב ורוצה לדבר על זה,negative
התייעצתי עם חבר,אני מרגיש טוב ורוצה לדבר על זה,negative
אני מקבל שאני לא יודע,אני מרגיש טוב ורוצה לדבר על זה,negative
אני צריכה לשאול בעצתה,אני מרגיש טוב ורוצה לדבר על זה,negative
בסוף התיאשתי מזה,אני מרגיש טוב ורוצה לדבר על זה,negative
אין לי מושג מה לעשות,אני מרגיש טוב ורוצה לדבר על זה,negative
מה נעשה,אני מרגיש טוב ורוצה לדבר על זה,negative
יש לי בעיה,אני מרגיש טוב ורוצה לדבר על זה,negative
אולי נתייעץ,אני מרגיש טוב ורוצה לדבר על זה,negative
הוא שאל לעצתי,אני מרגיש טוב ורוצה לדבר על זה,negative
אני לא מצליח לפתור את זה,אני מרגיש טוב ורוצה לדבר על זה,negative
אני חושב שאין לי מושג,אני מרגיש טוב ורוצה לדבר על זה,negative
אני חייב לענות על זה,אני מרגיש טוב ורוצה לדבר על זה,negative
אני צריך להתייעץ על,מה התחביבים שאתה אוהב לעשות?,negative
אני צריכה להתייעץ על,מה התחביבים שאתה אוהב לעשות?,negative
יש לי שאלה,מה התחביבים שאתה אוהב לעשות?,negative
אני לא יודע מה לעשות,מה התחביבים שאתה אוהב לעשות?,negative
אולי אני אשאל לגבי זה,מה התחביבים שאתה אוהב לעשות?,negative
זה גדול עלי,מה התחביבים שאתה אוהב לעשות?,negative
אני לא יודעת מה לעשות,מה התחביבים שאתה אוהב לעשות?,negative
בקיצור אני לא יודע,מה התחביבים שאתה אוהב לעשות?,negative
בקיצור אני לא מבין בזה,מה התחביבים שאתה אוהב לעשות?,negative
חשבתי ולא מצאתי פיתרון,מה התחביבים שאתה אוהב לעשות?,negative
אין לי פיתרון,מה התחביבים שאתה אוהב לעשות?,negative
אין לי מה לעשות,מה התחביבים שאתה אוהב לעשות?,negative
אני אובד עצות,מה התחביבים שאתה אוהב לעשות?,negative
אני לא מצליח לחשוב על זה,מה התחביבים שאתה אוהב לעשות?,negative
אני לא מצליחה לחשוב על זה,מה התחביבים שאתה אוהב לעשות?,negative
אני אשאל,מה התחביבים שאתה אוהב לעשות?,negative
שאלתי על כך,מה התחביבים שאתה אוהב לעשות?,negative
אני צריכה לברר,מה התחביבים שאתה אוהב לעשות?,negative
אני צריך לברר,מה התחביבים שאתה אוהב לעשות?,negative
כשלא יודעים אז שואלים,מה התחביבים שאתה אוהב לעשות?,negative
אולי כדאי להתייעץ,מה התחביבים שאתה אוהב לעשות?,negative
אני יודע למי לפנות,מה התחביבים שאתה אוהב לעשות?,negative
אני יודעת למי לפנות,מה התחביבים שאתה אוהב לעשות?,negative
אני לא יודעת מה דעתי על כך,מה התחביבים שאתה אוהב לעשות?,negative
אני לא יודע מה דעתי על כך,מה התחביבים שאתה אוהב לעשות?,negative
עוד לא קיבלתי תשובה,מה התחביבים שאתה אוהב לעשות?,negative
אני שואל בעצתו,מה התחביבים שאתה אוהב לעשות?,negative
אני צריך לשאול בעצתו,מה התחביבים שאתה אוהב לעשות?,negative
התייעצתי עם חבר,מה התחביבים שאתה אוהב לעשות?,negative
אני מקבל שאני לא יודע,מה התחביבים שאתה אוהב לעשות?,negative
אני צריכה לשאול בעצתה,מה התחביבים שאתה אוהב לעשות?,negative
בסוף התיאשתי מזה,מה התחביבים שאתה אוהב לעשות?,negative
אין לי מושג מה לעשות,מה התחביבים שאתה אוהב לעשות?,negative
מה נעשה,מה התחביבים שאתה אוהב לעשות?,negative
יש לי בעיה,מה התחביבים שאתה אוהב לעשות?,negative
אולי נתייעץ,מה התחביבים שאתה אוהב לעשות?,negative
הוא שאל לעצתי,מה התחביבים שאתה אוהב לעשות?,negative
אני לא מצליח לפתור את זה,מה התחביבים שאתה אוהב לעשות?,negative
אני חושב שאין לי מושג,מה התחביבים שאתה אוהב לעשות?,negative
אני חייב לענות על זה,מה התחביבים שאתה אוהב לעשות?,negative
אני צריך להתייעץ על,מה תרצה ללמוד?,negative
אני צריכה להתייעץ על,מה תרצה ללמוד?,negative
יש לי שאלה,מה תרצה ללמוד?,negative
אני לא יודע מה לעשות,מה תרצה ללמוד?,negative
אולי אני אשאל לגבי זה,מה תרצה ללמוד?,negative
זה גדול עלי,מה תרצה ללמוד?,negative
אני לא יודעת מה לעשות,מה תרצה ללמוד?,negative
בקיצור אני לא יודע,מה תרצה ללמוד?,negative
בקיצור אני לא מבין בזה,מה תרצה ללמוד?,negative
חשבתי ולא מצאתי פיתרון,מה תרצה ללמוד?,negative
אין לי פיתרון,מה תרצה ללמוד?,negative
אין לי מה לעשות,מה תרצה ללמוד?,negative
אני אובד עצות,מה תרצה ללמוד?,negative
אני לא מצליח לחשוב על זה,מה תרצה ללמוד?,negative
אני לא מצליחה לחשוב על זה,מה תרצה ללמוד?,negative
אני אשאל,מה תרצה ללמוד?,negative
שאלתי על כך,מה תרצה ללמוד?,negative
אני צריכה לברר,מה תרצה ללמוד?,negative
אני צריך לברר,מה תרצה ללמוד?,negative
כשלא יודעים אז שואלים,מה תרצה ללמוד?,negative
אולי כדאי להתייעץ,מה תרצה ללמוד?,negative
אני יודע למי לפנות,מה תרצה ללמוד?,negative
אני יודעת למי לפנות,מה תרצה ללמוד?,negative
אני לא יודעת מה דעתי על כך,מה תרצה ללמוד?,negative
אני לא יודע מה דעתי על כך,מה תרצה ללמוד?,negative
עוד לא קיבלתי תשובה,מה תרצה ללמוד?,negative
אני שואל בעצתו,מה תרצה ללמוד?,negative
אני צריך לשאול בעצתו,מה תרצה ללמוד?,negative
התייעצתי עם חבר,מה תרצה ללמוד?,negative
אני מקבל שאני לא יודע,מה תרצה ללמוד?,negative
אני צריכה לשאול בעצתה,מה תרצה ללמוד?,negative
בסוף התיאשתי מזה,מה תרצה ללמוד?,negative
אין לי מושג מה לעשות,מה תרצה ללמוד?,negative
מה נעשה,מה תרצה ללמוד?,negative
יש לי בעיה,מה תרצה ללמוד?,negative
אולי נתייעץ,מה תרצה ללמוד?,negative
הוא שאל לעצתי,מה תרצה ללמוד?,negative
אני לא מצליח לפתור את זה,מה תרצה ללמוד?,negative
אני חושב שאין לי מושג,מה תרצה ללמוד?,negative
אני חייב לענות על זה,מה תרצה ללמוד?,negative
אני צריך להתייעץ על,במה עבדת?,negative
אני צריכה להתייעץ על,במה עבדת?,negative
יש לי שאלה,במה עבדת?,negative
אני לא יודע מה לעשות,במה עבדת?,negative
אולי אני אשאל לגבי זה,במה עבדת?,negative
זה גדול עלי,במה עבדת?,negative
אני לא יודעת מה לעשות,במה עבדת?,negative
בקיצור אני לא יודע,במה עבדת?,negative
בקיצור אני לא מבין בזה,במה עבדת?,negative
חשבתי ולא מצאתי פיתרון,במה עבדת?,negative
אין לי פיתרון,במה עבדת?,negative
אין לי מה לעשות,במה עבדת?,negative
אני אובד עצות,במה עבדת?,negative
אני לא מצליח לחשוב על זה,במה עבדת?,negative
אני לא מצליחה לחשוב על זה,במה עבדת?,negative
אני אשאל,במה עבדת?,negative
שאלתי על כך,במה עבדת?,negative
אני צריכה לברר,במה עבדת?,negative
אני צריך לברר,במה עבדת?,negative
כשלא יודעים אז שואלים,במה עבדת?,negative
אולי כדאי להתייעץ,במה עבדת?,negative
אני יודע למי לפנות,במה עבדת?,negative
אני יודעת למי לפנות,במה עבדת?,negative
אני לא יודעת מה דעתי על כך,במה עבדת?,negative
אני לא יודע מה דעתי על כך,במה עבדת?,negative
עוד לא קיבלתי תשובה,במה עבדת?,negative
אני שואל בעצתו,במה עבדת?,negative
אני צריך לשאול בעצתו,במה עבדת?,negative
התייעצתי עם חבר,במה עבדת?,negative
אני מקבל שאני לא יודע,במה עבדת?,negative
אני צריכה לשאול בעצתה,במה עבדת?,negative
בסוף התיאשתי מזה,במה עבדת?,negative
אין לי מושג מה לעשות,במה עבדת?,negative
מה נעשה,במה עבדת?,negative
יש לי בעיה,במה עבדת?,negative
אולי נתייעץ,במה עבדת?,negative
הוא שאל לעצתי,במה עבדת?,negative
אני לא מצליח לפתור את זה,במה עבדת?,negative
אני חושב שאין לי מושג,במה עבדת?,negative
אני חייב לענות על זה,במה עבדת?,negative
אני צריך להתייעץ על,מה קראת לאחרונה?,negative
אני צריכה להתייעץ על,מה קראת לאחרונה?,negative
יש לי שאלה,מה קראת לאחרונה?,negative
אני לא יודע מה לעשות,מה קראת לאחרונה?,negative
אולי אני אשאל לגבי זה,מה קראת לאחרונה?,negative
זה גדול עלי,מה קראת לאחרונה?,negative
אני לא יודעת מה לעשות,מה קראת לאחרונה?,negative
בקיצור אני לא יודע,מה קראת לאחרונה?,negative
בקיצור אני לא מבין בזה,מה קראת לאחרונה?,negative
חשבתי ולא מצאתי פיתרון,מה קראת לאחרונה?,negative
אין לי פיתרון,מה קראת לאחרונה?,negative
אין לי מה לעשות,מה קראת לאחרונה?,negative
אני אובד עצות,מה קראת לאחרונה?,negative
אני לא מצליח לחשוב על זה,מה קראת לאחרונה?,negative
אני לא מצליחה לחשוב על זה,מה קראת לאחרונה?,negative
אני אשאל,מה קראת לאחרונה?,negative
שאלתי על כך,מה קראת לאחרונה?,negative
אני צריכה לברר,מה קראת לאחרונה?,negative
אני צריך לברר,מה קראת לאחרונה?,negative
כשלא יודעים אז שואלים,מה קראת לאחרונה?,negative
אולי כדאי להתייעץ,מה קראת לאחרונה?,negative
אני יודע למי לפנות,מה קראת לאחרונה?,negative
אני יודעת למי לפנות,מה קראת לאחרונה?,negative
אני לא יודעת מה דעתי על כך,מה קראת לאחרונה?,negative
אני לא יודע מה דעתי על כך,מה קראת לאחרונה?,negative
עוד לא קיבלתי תשובה,מה קראת לאחרונה?,negative
אני שואל בעצתו,מה קראת לאחרונה?,negative
אני צריך לשאול בעצתו,מה קראת לאחרונה?,negative
התייעצתי עם חבר,מה קראת לאחרונה?,negative
אני מקבל שאני לא יודע,מה קראת לאחרונה?,negative
אני צריכה לשאול בעצתה,מה קראת לאחרונה?,negative
בסוף התיאשתי מזה,מה קראת לאחרונה?,negative
אין לי מושג מה לעשות,מה קראת לאחרונה?,negative
מה נעשה,מה קראת לאחרונה?,negative
יש לי בעיה,מה קראת לאחרונה?,negative
אולי נתייעץ,מה קראת לאחרונה?,negative
הוא שאל לעצתי,מה קראת לאחרונה?,negative
אני לא מצליח לפתור את זה,מה קראת לאחרונה?,negative
אני חושב שאין לי מושג,מה קראת לאחרונה?,negative
אני חייב לענות על זה,מה קראת לאחרונה?,negative
אני צריך להתייעץ על,האם אתה במצב רוח ירוד?,negative
אני צריכה להתייעץ על,האם אתה במצב רוח ירוד?,negative
יש לי שאלה,האם אתה במצב רוח ירוד?,negative
אני לא יודע מה לעשות,האם אתה במצב רוח ירוד?,negative
אולי אני אשאל לגבי זה,האם אתה במצב רוח ירוד?,negative
זה גדול עלי,האם אתה במצב רוח ירוד?,negative
אני לא יודעת מה לעשות,האם אתה במצב רוח ירוד?,negative
בקיצור אני לא יודע,האם אתה במצב רוח ירוד?,negative
בקיצור אני לא מבין בזה,האם אתה במצב רוח ירוד?,negative
חשבתי ולא מצאתי פיתרון,האם אתה במצב רוח ירוד?,negative
אין לי פיתרון,האם אתה במצב רוח ירוד?,negative
אין לי מה לעשות,האם אתה במצב רוח ירוד?,negative
אני אובד עצות,האם אתה במצב רוח ירוד?,negative
אני לא מצליח לחשוב על זה,האם אתה במצב רוח ירוד?,negative
אני לא מצליחה לחשוב על זה,האם אתה במצב רוח ירוד?,negative
אני אשאל,האם אתה במצב רוח ירוד?,negative
שאלתי על כך,האם אתה במצב רוח ירוד?,negative
אני צריכה לברר,האם אתה במצב רוח ירוד?,negative
אני צריך לברר,האם אתה במצב רוח ירוד?,negative
כשלא יודעים אז שואלים,האם אתה במצב רוח ירוד?,negative
אולי כדאי להתייעץ,האם אתה במצב רוח ירוד?,negative
אני יודע למי לפנות,האם אתה במצב רוח ירוד?,negative
אני יודעת למי לפנות,האם אתה במצב רוח ירוד?,negative
אני לא יודעת מה דעתי על כך,האם אתה במצב רוח ירוד?,negative
אני לא יודע מה דעתי על כך,האם אתה במצב רוח ירוד?,negative
עוד לא קיבלתי תשובה,האם אתה במצב רוח ירוד?,negative
אני שואל בעצתו,האם אתה במצב רוח ירוד?,negative
אני צריך לשאול בעצתו,האם אתה במצב רוח ירוד?,negative
התייעצתי עם חבר,האם אתה במצב רוח ירוד?,negative
אני מקבל שאני לא יודע,האם אתה במצב רוח ירוד?,negative
אני צריכה לשאול בעצתה,האם אתה במצב רוח ירוד?,negative
בסוף התיאשתי מזה,האם אתה במצב רוח ירוד?,negative
אין לי מושג מה לעשות,האם אתה במצב רוח ירוד?,negative
מה נעשה,האם אתה במצב רוח ירוד?,negative
יש לי בעיה,האם אתה במצב רוח ירוד?,negative
אולי נתייעץ,האם אתה במצב רוח ירוד?,negative
הוא שאל לעצתי,האם אתה במצב רוח ירוד?,negative
אני לא מצליח לפתור את זה,האם אתה במצב רוח ירוד?,negative
אני חושב שאין לי מושג,האם אתה במצב רוח ירוד?,negative
אני חייב לענות על זה,האם אתה במצב רוח ירוד?,negative
אני צריך להתייעץ על,מה זכרונות הילדות שלך?,negative
אני צריכה להתייעץ על,מה זכרונות הילדות שלך?,negative
יש לי שאלה,מה זכרונות הילדות שלך?,negative
אני לא יודע מה לעשות,מה זכרונות הילדות שלך?,negative
אולי אני אשאל לגבי זה,מה זכרונות הילדות שלך?,negative
זה גדול עלי,מה זכרונות הילדות שלך?,negative
אני לא יודעת מה לעשות,מה זכרונות הילדות שלך?,negative
בקיצור אני לא יודע,מה זכרונות הילדות שלך?,negative
בקיצור אני לא מבין בזה,מה זכרונות הילדות שלך?,negative
חשבתי ולא מצאתי פיתרון,מה זכרונות הילדות שלך?,negative
אין לי פיתרון,מה זכרונות הילדות שלך?,negative
אין לי מה לעשות,מה זכרונות הילדות שלך?,negative
אני אובד עצות,מה זכרונות הילדות שלך?,negative
אני לא מצליח לחשוב על זה,מה זכרונות הילדות שלך?,negative
אני לא מצליחה לחשוב על זה,מה זכרונות הילדות שלך?,negative
אני אשאל,מה זכרונות הילדות שלך?,negative
שאלתי על כך,מה זכרונות הילדות שלך?,negative
אני צריכה לברר,מה זכרונות הילדות שלך?,negative
אני צריך לברר,מה זכרונות הילדות שלך?,negative
כשלא יודעים אז שואלים,מה זכרונות הילדות שלך?,negative
אולי כדאי להתייעץ,מה זכרונות הילדות שלך?,negative
אני יודע למי לפנות,מה זכרונות הילדות שלך?,negative
אני יודעת למי לפנות,מה זכרונות הילדות שלך?,negative
אני לא יודעת מה דעתי על כך,מה זכרונות הילדות שלך?,negative
אני לא יודע מה דעתי על כך,מה זכרונות הילדות שלך?,negative
עוד לא קיבלתי תשובה,מה זכרונות הילדות שלך?,negative
אני שואל בעצתו,מה זכרונות הילדות שלך?,negative
אני צריך לשאול בעצתו,מה זכרונות הילדות שלך?,negative
התייעצתי עם חבר,מה זכרונות הילדות שלך?,negative
אני מקבל שאני לא יודע,מה זכרונות הילדות שלך?,negative
אני צריכה לשאול בעצתה,מה זכרונות הילדות שלך?,negative
בסוף התיאשתי מזה,מה זכרונות הילדות שלך?,negative
אין לי מושג מה לעשות,מה זכרונות הילדות שלך?,negative
מה נעשה,מה זכרונות הילדות שלך?,negative
יש לי בעיה,מה זכרונות הילדות שלך?,negative
אולי נתייעץ,מה זכרונות הילדות שלך?,negative
הוא שאל לעצתי,מה זכרונות הילדות שלך?,negative
אני לא מצליח לפתור את זה,מה זכרונות הילדות שלך?,negative
אני חושב שאין לי מושג,מה זכרונות הילדות שלך?,negative
אני חייב לענות על זה,מה זכרונות הילדות שלך?,negative
ספורט,פעולת ספורט,positive
תתאמן,פעולת ספורט,positive
תעשה ספורט,פעולת ספורט,positive
בוא נעשה ספורט,פעולת ספורט,positive
אני אוהב ספורט,פעולת ספורט,positive
בוקר טוב נתחיל באימון,פעולת ספורט,positive
נתחיל באימון בוקר,פעולת ספורט,positive
לקראת הערב נעשה ספורט,פעולת ספורט,positive
נעשה כושר,פעולת ספורט,positive
ספורט זה טוב,פעולת ספורט,positive
אני מרגיש אנרגטי,פעולת ספורט,positive
יש לי כוחות היום,פעולת ספורט,positive
התעוררתי בכיף,פעולת ספורט,positive
ישנתי טוב,פעולת ספורט,positive
הגיע הזמן לספורט,פעולת ספורט,positive
אני מקפידה על ספורט היום,פעולת ספורט,positive
אני מרגישה חיוניות,פעולת ספורט,positive
איזה כיף לפתוח את היום בספורט,פעולת ספורט,positive
נעשה קצת ספורט,פעולת ספורט,positive
קצת תרגילים,פעולת ספורט,positive
נזיז קצת את הגוף,פעולת ספורט,positive
נזיז קצת את הידיים,פעולת ספורט,positive
כן נעשה ספורט,פעולת ספורט,positive
אני מרגיש חלוד,פעולת ספורט,positive
כבר הרבה זמן לא עשיתי ספורט,פעולת ספורט,positive
אין לי אנרגיה,פעולת ספורט,positive
אני רגיל להתאמן,פעולת ספורט,positive
ישבתי יותר מידי,פעולת ספורט,positive
שכבתי יותר מידי,פעולת ספורט,positive
אני קם,פעולת ספורט,positive
אני קמה,פעולת ספורט,positive
אני מרגיש עייף,פעולת ספורט,positive
אני מרגישה עייפה,פעולת ספורט,positive
לא ישנתי טוב,פעולת ספורט,positive
כואב לי הגב,פעולת ספורט,positive
ספורט,מה הפעולות שאתה יודע לעשות?,negative
תתאמן,מה הפעולות שאתה יודע לעשות?,negative
תעשה ספורט,מה הפעולות שאתה יודע לעשות?,negative
בוא נעשה ספורט,מה הפעולות שאתה יודע לעשות?,negative
אני אוהב ספורט,מה הפעולות שאתה יודע לעשות?,negative
בוקר טוב נתחיל באימון,מה הפעולות שאתה יודע לעשות?,negative
נתחיל באימון בוקר,מה הפעולות שאתה יודע לעשות?,negative
לקראת הערב נעשה ספורט,מה הפעולות שאתה יודע לעשות?,negative
נעשה כושר,מה הפעולות שאתה יודע לעשות?,negative
ספורט זה טוב,מה הפעולות שאתה יודע לעשות?,negative
אני מרגיש אנרגטי,מה הפעולות שאתה יודע לעשות?,negative
יש לי כוחות היום,מה הפעולות שאתה יודע לעשות?,negative
התעוררתי בכיף,מה הפעולות שאתה יודע לעשות?,negative
ישנתי טוב,מה הפעולות שאתה יודע לעשות?,negative
הגיע הזמן לספורט,מה הפעולות שאתה יודע לעשות?,negative
אני מקפידה על ספורט היום,מה הפעולות שאתה יודע לעשות?,negative
אני מרגישה חיוניות,מה הפעולות שאתה יודע לעשות?,negative
איזה כיף לפתוח את היום בספורט,מה הפעולות שאתה יודע לעשות?,negative
נעשה קצת ספורט,מה הפעולות שאתה יודע לעשות?,negative
קצת תרגילים,מה הפעולות שאתה יודע לעשות?,negative
נזיז קצת את הגוף,מה הפעולות שאתה יודע לעשות?,negative
נזיז קצת את הידיים,מה הפעולות שאתה יודע לעשות?,negative
כן נעשה ספורט,מה הפעולות שאתה יודע לעשות?,negative
אני מרגיש חלוד,מה הפעולות שאתה יודע לעשות?,negative
כבר הרבה זמן לא עשיתי ספורט,מה הפעולות שאתה יודע לעשות?,negative
אין לי אנרגיה,מה הפעולות שאתה יודע לעשות?,negative
אני רגיל להתאמן,מה הפעולות שאתה יודע לעשות?,negative
ישבתי יותר מידי,מה הפעולות שאתה יודע לעשות?,negative
שכבתי יותר מידי,מה הפעולות שאתה יודע לעשות?,negative
אני קם,מה הפעולות שאתה יודע לעשות?,negative
אני קמה,מה הפעולות שאתה יודע לעשות?,negative
אני מרגיש עייף,מה הפעולות שאתה יודע לעשות?,negative
אני מרגישה עייפה,מה הפעולות שאתה יודע לעשות?,negative
לא ישנתי טוב,מה הפעולות שאתה יודע לעשות?,negative
כואב לי הגב,מה הפעולות שאתה יודע לעשות?,negative
ספורט,האם עשית משהו מעניין היום?,negative
תתאמן,האם עשית משהו מעניין היום?,negative
תעשה ספורט,האם עשית משהו מעניין היום?,negative
בוא נעשה ספורט,האם עשית משהו מעניין היום?,negative
אני אוהב ספורט,האם עשית משהו מעניין היום?,negative
בוקר טוב נתחיל באימון,האם עשית משהו מעניין היום?,negative
נתחיל באימון בוקר,האם עשית משהו מעניין היום?,negative
לקראת הערב נעשה ספורט,האם עשית משהו מעניין היום?,negative
נעשה כושר,האם עשית משהו מעניין היום?,negative
ספורט זה טוב,האם עשית משהו מעניין היום?,negative
אני מרגיש אנרגטי,האם עשית משהו מעניין היום?,negative
יש לי כוחות היום,האם עשית משהו מעניין היום?,negative
התעוררתי בכיף,האם עשית משהו מעניין היום?,negative
ישנתי טוב,האם עשית משהו מעניין היום?,negative
הגיע הזמן לספורט,האם עשית משהו מעניין היום?,negative
אני מקפידה על ספורט היום,האם עשית משהו מעניין היום?,negative
אני מרגישה חיוניות,האם עשית משהו מעניין היום?,negative
איזה כיף לפתוח את היום בספורט,האם עשית משהו מעניין היום?,negative
נעשה קצת ספורט,האם עשית משהו מעניין היום?,negative
קצת תרגילים,האם עשית משהו מעניין היום?,negative
נזיז קצת את הגוף,האם עשית משהו מעניין היום?,negative
נזיז קצת את הידיים,האם עשית משהו מעניין היום?,negative
כן נעשה ספורט,האם עשית משהו מעניין היום?,negative
אני מרגיש חלוד,האם עשית משהו מעניין היום?,negative
כבר הרבה זמן לא עשיתי ספורט,האם עשית משהו מעניין היום?,negative
אין לי אנרגיה,האם עשית משהו מעניין היום?,negative
אני רגיל להתאמן,האם עשית משהו מעניין היום?,negative
ישבתי יותר מידי,האם עשית משהו מעניין היום?,negative
שכבתי יותר מידי,האם עשית משהו מעניין היום?,negative
אני קם,האם עשית משהו מעניין היום?,negative
אני קמה,האם עשית משהו מעניין היום?,negative
אני מרגיש עייף,האם עשית משהו מעניין היום?,negative
אני מרגישה עייפה,האם עשית משהו מעניין היום?,negative
לא ישנתי טוב,האם עשית משהו מעניין היום?,negative
כואב לי הגב,האם עשית משהו מעניין היום?,negative
ספורט,אני מרגיש טוב ורוצה לדבר על זה,negative
תתאמן,אני מרגיש טוב ורוצה לדבר על זה,negative
תעשה ספורט,אני מרגיש טוב ורוצה לדבר על זה,negative
בוא נעשה ספורט,אני מרגיש טוב ורוצה לדבר על זה,negative
אני אוהב ספורט,אני מרגיש טוב ורוצה לדבר על זה,negative
בוקר טוב נתחיל באימון,אני מרגיש טוב ורוצה לדבר על זה,negative
נתחיל באימון בוקר,אני מרגיש טוב ורוצה לדבר על זה,negative
לקראת הערב נעשה ספורט,אני מרגיש טוב ורוצה לדבר על זה,negative
נעשה כושר,אני מרגיש טוב ורוצה לדבר על זה,negative
ספורט זה טוב,אני מרגיש טוב ורוצה לדבר על זה,negative
אני מרגיש אנרגטי,אני מרגיש טוב ורוצה לדבר על זה,negative
יש לי כוחות היום,אני מרגיש טוב ורוצה לדבר על זה,negative
התעוררתי בכיף,אני מרגיש טוב ורוצה לדבר על זה,negative
ישנתי טוב,אני מרגיש טוב ורוצה לדבר על זה,negative
הגיע הזמן לספורט,אני מרגיש טוב ורוצה לדבר על זה,negative
אני מקפידה על ספורט היום,אני מרגיש טוב ורוצה לדבר על זה,negative
אני מרגישה חיוניות,אני מרגיש טוב ורוצה לדבר על זה,negative
איזה כיף לפתוח את היום בספורט,אני מרגיש טוב ורוצה לדבר על זה,negative
נעשה קצת ספורט,אני מרגיש טוב ורוצה לדבר על זה,negative
קצת תרגילים,אני מרגיש טוב ורוצה לדבר על זה,negative
נזיז קצת את הגוף,אני מרגיש טוב ורוצה לדבר על זה,negative
נזיז קצת את הידיים,אני מרגיש טוב ורוצה לדבר על זה,negative
כן נעשה ספורט,אני מרגיש טוב ורוצה לדבר על זה,negative
אני מרגיש חלוד,אני מרגיש טוב ורוצה לדבר על זה,negative
כבר הרבה זמן לא עשיתי ספורט,אני מרגיש טוב ורוצה לדבר על זה,negative
אין לי אנרגיה,אני מרגיש טוב ורוצה לדבר על זה,negative
אני רגיל להתאמן,אני מרגיש טוב ורוצה לדבר על זה,negative
ישבתי יותר מידי,אני מרגיש טוב ורוצה לדבר על זה,negative
שכבתי יותר מידי,אני מרגיש טוב ורוצה לדבר על זה,negative
אני קם,אני מרגיש טוב ורוצה לדבר על זה,negative
אני קמה,אני מרגיש טוב ורוצה לדבר על זה,negative
אני מרגיש עייף,אני מרגיש טוב ורוצה לדבר על זה,negative
אני מרגישה עייפה,אני מרגיש טוב ורוצה לדבר על זה,negative
לא ישנתי טוב,אני מרגיש טוב ורוצה לדבר על זה,negative
כואב לי הגב,אני מרגיש טוב ורוצה לדבר על זה,negative
ספורט,איזו מוזיקה אתה אוהב לשיר?,negative
תתאמן,איזו מוזיקה אתה אוהב לשיר?,negative
תעשה ספורט,איזו מוזיקה אתה אוהב לשיר?,negative
בוא נעשה ספורט,איזו מוזיקה אתה אוהב לשיר?,negative
אני אוהב ספורט,איזו מוזיקה אתה אוהב לשיר?,negative
בוקר טוב נתחיל באימון,איזו מוזיקה אתה אוהב לשיר?,negative
נתחיל באימון בוקר,איזו מוזיקה אתה אוהב לשיר?,negative
לקראת הערב נעשה ספורט,איזו מוזיקה אתה אוהב לשיר?,negative
נעשה כושר,איזו מוזיקה אתה אוהב לשיר?,negative
ספורט זה טוב,איזו מוזיקה אתה אוהב לשיר?,negative
אני מרגיש אנרגטי,איזו מוזיקה אתה אוהב לשיר?,negative
יש לי כוחות היום,איזו מוזיקה אתה אוהב לשיר?,negative
התעוררתי בכיף,איזו מוזיקה אתה אוהב לשיר?,negative
ישנתי טוב,איזו מוזיקה אתה אוהב לשיר?,negative
הגיע הזמן לספורט,איזו מוזיקה אתה אוהב לשיר?,negative
אני מקפידה על ספורט היום,איזו מוזיקה אתה אוהב לשיר?,negative
אני מרגישה חיוניות,איזו מוזיקה אתה אוהב לשיר?,negative
איזה כיף לפתוח את היום בספורט,איזו מוזיקה אתה אוהב לשיר?,negative
נעשה קצת ספורט,איזו מוזיקה אתה אוהב לשיר?,negative
קצת תרגילים,איזו מוזיקה אתה אוהב לשיר?,negative
נזיז קצת את הגוף,איזו מוזיקה אתה אוהב לשיר?,negative
נזיז קצת את הידיים,איזו מוזיקה אתה אוהב לשיר?,negative
כן נעשה ספורט,איזו מוזיקה אתה אוהב לשיר?,negative
אני מרגיש חלוד,איזו מוזיקה אתה אוהב לשיר?,negative
כבר הרבה זמן לא עשיתי ספורט,איזו מוזיקה אתה אוהב לשיר?,negative
אין לי אנרגיה,איזו מוזיקה אתה אוהב לשיר?,negative
אני רגיל להתאמן,איזו מוזיקה אתה אוהב לשיר?,negative
ישבתי יותר מידי,איזו מוזיקה אתה אוהב לשיר?,negative
שכבתי יותר מידי,איזו מוזיקה אתה אוהב לשיר?,negative
אני קם,איזו מוזיקה אתה אוהב לשיר?,negative
אני קמה,איזו מוזיקה אתה אוהב לשיר?,negative
אני מרגיש עייף,איזו מוזיקה אתה אוהב לשיר?,negative
אני מרגישה עייפה,איזו מוזיקה אתה אוהב לשיר?,negative
